source,final_text,model,dominant_topic,dominant_topic_score
tiktok,salah dapurnya bukan makan bergizi gratis nya,lda,2,0.7929339343230333
tiktok,"gw % berharap makan bergizi gratis diperluas juta penduduk x sehari, tidak peduli anggaran pendapatan belanja negara defisit kek, utang segunung kek, dikorupsi kek, gw keyang tidak ribet ribet kerja",lda,0,0.4957412139490312
tiktok,lapor sppg nya mi ta ganti menu,lda,3,0.4499385006224078
tiktok,ganti kaga d tuntut iya,lda,4,0.733330462557889
tiktok,saran : coba sampel makan bergizi gratis disetiap daerah kirim istana biar beliau makan bergizi gratis diperjuangkan.,lda,4,0.5359761062960942
tiktok,makanan bergizi tidak sesuai selera. makanan sehat. pembuat menilai gizi tertera dibutuhkan tubuh. alami pendidikan,lda,1,0.8985990779948579
tiktok,maksud buah busuk bergizi gituh,lda,3,0.5491686421067231
tiktok,"betul, makan bergizi gratis byk tidak manfaatnya,",lda,3,0.5159315870117416
tiktok,orang kebumen,lda,0,0.2
tiktok,otorirternya,lda,0,0.2
tiktok,bntar pt agrinas,lda,0,0.2
tiktok,batok kelapa,lda,2,0.5980169481733468
tiktok,ngatur proyek jatahnya besar. mitranya juta perhari. penerima cm kisaran ribuan,lda,3,0.7341459282812083
tiktok,lha gmn + =,lda,3,0.7300872042392469
tiktok,kirim makan bergizi gratis biar positif mindset,lda,4,0.52855197575053
tiktok,pelanggar ham mendengar kritik,lda,0,0.7290358672333922
tiktok,berhentikan membutuhkan,lda,2,0.5998645882969723
tiktok,suruh hentikan semntr ompreng dtg keluarganya dibarisan terdepan antri,lda,4,0.3996228529062703
tiktok,kirim makan makan bergizi gratis biar sehat,lda,4,0.6204429958647782
tiktok,kirim makan bergizi gratis sgera spy cerdas,lda,4,0.7987234817819203
tiktok,"belajar pemimpin amanah, amanah tidak jujur, jujur saaja tidak cerdas!!",lda,4,0.8991812115024298
tiktok,d bicarakan d lakukan presiden,lda,4,0.7270777457907064
tiktok,makan bergizi gratis proyek jalan & pengusaha untung,lda,2,0.8381862283562055
tiktok,"dapur kebanyakan relasi pejabat setuju pemikiran ahok kdm, langsung salurkan anak (orang tua siapkan menu makan). manfaatnya : . tidak keracunan makan bergizi gratis. . tdk mainkan anggaran. . orang tua siapkan menu sukai anaknya.",lda,3,0.7069029316600802
tiktok,pendukung nya sekaraang malu,lda,3,0.727608195881888
tiktok,murahin bahan pokok.. biar rakyat desa beli,lda,0,0.5929732098582523
tiktok,laa proyek gizi nya kagak mencukupi,lda,2,0.7975443090664236
tiktok,makan bergizi gratis proyeknya jokowi joint prabowo,lda,2,0.7982220397683447
tiktok,undang undang sita aset gmn,lda,0,0.7293007130124812
tiktok,modal suara,lda,0,0.4758443718166648
tiktok,sebntar lgi proyek gentengisasi proyek kompor listrik proyek kendaraan listrik,lda,0,0.8994409562305002
tiktok,kadung janji dmna,lda,4,0.5998160947526319
tiktok,"utang negara menumpuk bnyak korupsi utamakan membrantas korupsi mwngatur keuangan stabil programkan mbg,suatu negara menerapkan makan bergizi gratis bukan melain eknomi stabil tidk ad korupsi jd tdk membebani anggaran lain,mgkin paham",lda,0,0.7564387470891265
tiktok,negara beda negara mbak.. tikusnya rakusnya..,lda,0,0.6406341311093712
tiktok,gpp gausa distop dikasi membutuhkan daerah t biar hemat anggaran,lda,2,0.6671372227601651
tiktok,secepatnya.mb,lda,0,0.2
tiktok,setuju makan bergizi gratis mending bangun jalan daerahku jalan rusak,lda,3,0.8852945000375478
tiktok,setuju,lda,3,0.5999103786397599
tiktok,jangan makan roti makan bergizi gratis anak pas puasa kemaren,lda,1,0.4376664359823725
tiktok,setuju,lda,3,0.5999103786397599
tiktok,periode,lda,4,0.5999989115561176
tiktok,"ngotot amat, oke mempertahankan programnya tidak evaluasi, nyata implementasi nya ngawur",lda,4,0.5067710473722172
tiktok,menghentikan korupsi ketegasan hukum contohnya pengesahan uu perampasan aset bukan makan bergizi gratis,lda,4,0.8981240599337132
tiktok,makan bergizi gratis baik uang ortu,lda,3,0.7973161957384569
tiktok,ego menang,lda,3,0.40006360785200823
tiktok,niat baik..tp engga pake logika..,lda,1,0.8965856586198878
tiktok,"program bagus, pengelola nya bikin ulah, tidak amanah",lda,4,0.8373983376308548
tiktok,pendidikan gratis jaminan kesehatan. investasi strategis. bangsa.,lda,1,0.7004892851817198
tiktok,"tujuan nya program stunting, makan bergizi gratis standar pak.. minimal menu makan bergizi gratis indonesia standarisasi sehari wajib telur+ susu.",lda,1,0.5512839539615341
tiktok,makan bergizi gratis tidak dikorupsi pak? oh begitu.,lda,3,0.7983483219814618
tiktok,"makan bergizi gratis nya pak. penyaluran pengelolaan salah. kasih rb langsung anak ortu, wajib sekolah monitor program libatkan paguyuban walimurid. clear pak. bukan makan bergizi gratis dihentikan. penyaluran",lda,3,0.8269982051594648
tiktok,makan bergizi gratis daerah t biar hemat anggaran pendapatan belanja negara,lda,0,0.7177230412363916
tiktok,makan bergizi gratis itubknpenghematan buang anggaran tidak,lda,0,0.7326033318436017
tiktok,makan bergizi gratis tidak korupsi ?,lda,4,0.5999998432501754
tiktok,meminimalisir dikorupsi menekan biaya makan bergizi gratis ubah tunai langsung orang tua murid ..setuju pakek,lda,3,0.8993300047774254
tiktok,d daerah aman,lda,2,0.40018351960555576
tiktok,"heh liat makan bergizi gratis dikuasain dlu coba? yaa aman si aman, ntar abis dikorup",lda,4,0.9091231929542971
tiktok,diam pegawai makan bergizi gratis,lda,4,0.7329824050346779
tiktok,dikritik sppgnya,lda,0,0.2
tiktok,bukanya kririk dengar gk,lda,0,0.5999966134482649
tiktok,ditempatku kalah dikritik tidak sesuai,lda,3,0.7320974076585026
tiktok,"terserah lah, anak kebagian",lda,2,0.518081679196375
tiktok,bukan makan gratis. kendalikan harga kebutuhan dasar. dinikmati masyarakat indonesia.,lda,1,0.8846079968907037
tiktok,"ngga terkendala kak? udh jarang denger berita harga cabai naik, harga kedelai naik.. buktinya lebaran bahan poko aman aja,",lda,0,0.932533186090683
tiktok,mikir darimana dana nya,lda,3,0.4000647446420424
tiktok,"anak rajin sekolah bun, menu makan bergizi gratis sekolah anak enak . hemat makan siang udah kenyang disekolahan. susu buah makan hari.",lda,2,0.6503734835274839
tiktok,"pola pikir sdm rendah, berfikir gimana tidak memikirkan gimana besok, lusa, datang. dikasih tau pemikirannya tidak nyampe",lda,3,0.5681156816710587
tiktok,"baik pekerjaan bu, tugas orang tua ngasih makan anak. makan bergizi gratis kasih makan x sehari, anak butuh makan x sehari ekonomi keluarga baik teratasi.",lda,1,0.724963856243521
tiktok,biar program pas pilpresnya berjalan lancar lapangan buruk apalgi mementingkan makan bergizi gratis dripada kesehatan,lda,1,0.9098457187074406
tiktok,cuan golonganya,lda,3,0.5999878303334535
tiktok,proyek tim suksesnya,lda,0,0.39938901570399565
tiktok,"iya bisnis lah, apalagi?",lda,2,0.5989456474329302
tiktok,tega mengorbankan rakyat pdhl bicara ayas nama rakyat,lda,0,0.8850001350186604
tiktok,kapasitas iqnya /,lda,0,0.2
tiktok,proyek religius tidak berani presiden prabowo ikhlas rakyat bukan partai,lda,0,0.5427580809358155
tiktok,kebanyakan dapur orang orang gerindra,lda,3,0.7326985656041239
tiktok,lihat warnanya,lda,2,0.5972599016034402
tiktok,untungnya bang,lda,0,0.7305347656211557
tiktok,suara pemilihan,lda,0,0.5999980587453311
tiktok,lahan kue,lda,4,0.4003879141092497
tiktok,beliau berternak .,lda,1,0.5999978645080155
tiktok,kayanya 🤣,lda,0,0.2
tiktok,semangat,lda,2,0.5970698987157324
tiktok,cari krjan laen bu guru gaji gaji sgtu,lda,3,0.8644252678828541
tiktok,berjuang mengabdi biar angkat jd pns,lda,4,0.5968203351930901
tiktok,ojol ngeluh mulu,lda,2,0.5979615310545783
tiktok,sabar mb iya. nunggu pemimpin nya ganti. biar guru sejahtera kaya negara,lda,4,0.4640133924060411
tiktok,"guru cari kerja lain, trs ngajar anak mu sapaa?",lda,2,0.5032789376041469
tiktok,tidak guru mengeluh bos,lda,3,0.7316605745054511
tiktok,guru honorer tidak dikali,lda,3,0.7999978946554989
tiktok,tulul tukul,lda,0,0.2
tiktok,"bu pemerintah daerah, jangan presiden mulu. istri guru honor tidak ngeluh",lda,2,0.4392578410292203
tiktok,stop makan bergizi gratis omon omon,lda,3,0.8379599774026892
tiktok,"masyarakat mana? tau gabisa makan pas gausah bacot, jangan bahan adu domba asing, coba lo cek orng² nentang makan bergizi gratis antek asing danai george soros jangan adu domba tolonglah",lda,1,0.5886362340850735
tiktok,probowo modal dapur makan bergizi gratis,lda,2,0.5209121047889748
tiktok,k skol ambil makan bergizi gratis iya pki bensin trs skol d krgi,lda,2,0.7326025210173704
tiktok,"benar, dievaluasi",lda,0,0.733154397518506
tiktok,"evaluasi wajar, program langsung disuruh berhenti, rakyat menerima manfaat korban.",lda,3,0.49887337910369955
tiktok,"program bagus, tidak munafik korupsi udah dna orang indo, selagi kesempatan",lda,4,0.8630715571990116
tiktok,"dia, kendalikan koruptor, hutang pilpress, kalah aslinya",lda,4,0.8639308615574536
tiktok,kebayang gk elu jd rakyt as trs ngritik trump?,lda,1,0.5494292596781122
tiktok,betull susah dibilangin,lda,3,0.5969833910952664
tiktok,"pak,, berkat nya makan bergizi gratis, anak mkn, tidak menganggur mencari nafkah anak tinggal ayah nya",lda,1,0.8842543960345358
tiktok,tanda pmimpin arogan otoriter mlbihi bpk suharto,lda,3,0.5992155337325152
tiktok,"laiyo ihh jane mudeng opo tok ramudeng tu,,gemes",lda,2,0.5988941903109196
tiktok,?,lda,0,0.2
tiktok,direncanakan bubarkan tidak bangkrutkan indonesia,lda,0,0.7309716219055914
tiktok,makan bergizi gratis kasihkan gelandangan anak jalan raya,lda,2,0.837097049666326
tiktok,terbaik,lda,1,0.5999952092158116
tiktok,"pk wowo mementingkan kuantitas capai , jt thn",lda,0,0.8377356658045519
tiktok,"setuju ,betul mending berjalan pelosok"" pedalaman desa"" kota paksakan rumah bergizi makan bergizi gratis",lda,2,0.6997685743526028
tiktok,bijak pak..ayolah pres mohon dikaji ulang programnya,lda,4,0.8372514634964909
tiktok,"betul.. sekolah elite dapat, mubadzir bnyk kebuang",lda,3,0.8389476894788087
tiktok,daerah t daerah,lda,2,0.7333326945845949
tiktok,setuju point,lda,3,0.5999103786397599
tiktok,setuju jempol,lda,3,0.5999103786397599
tiktok,betul. bergizi beneran.,lda,2,0.5957621523103356
tiktok,setuju kak🥺,lda,3,0.5999103786397599
tiktok,namanya pemerataan sila,lda,4,0.5992661793128892
tiktok,rakyat pak?,lda,0,0.5999997796741161
tiktok,setuju banget..,lda,1,0.40758590779241516
tiktok,benar bang,lda,0,0.7318777743437755
tiktok,dilengserkan,lda,0,0.2
tiktok,kiblatnya anis wkwk,lda,0,0.732259059980806
tiktok,langsung turun,lda,3,0.7322434584994045
tiktok,oktober,lda,0,0.2
tiktok,abis trus ganti abah lu 🤣itu lu,lda,3,0.5999540338444526
tiktok,priode🥰,lda,3,0.5971231000920791
tiktok,ajuin calon lu,lda,3,0.5996811584100911
tiktok,"turun pilihan ulang, aq nyesel milih",lda,0,0.4737642772761673
tiktok,loo siapa.. sok ngatur..apa prestasi lo negara,lda,0,0.5008058585646242
tiktok,bapakkmu preode,lda,0,0.2
tiktok,tidak cerdas tidak mungkin jendral,lda,1,0.7963434500143082
tiktok,hbis cerdas habis pinter,lda,3,0.2999381721761378
tiktok,ankny disesajinin makan bergizi gratis ayahnya dimatiin,lda,0,0.2
tiktok,setuju.,lda,3,0.5999103786397599
tiktok,"murah puskesmas palibg bayar rb , trus bpjs",lda,3,0.6218537720023518
tiktok,bpjs dinonaktifkan gimana pakenya kocakk,lda,4,0.3992825807050473
tiktok,"berfikir dikorupsi, tidak mikirnya dialihkan urgent",lda,3,0.8392121763997751
tiktok,bayar mungkin,lda,2,0.7268113271071265
tiktok,iya buka dapur kerjasama pemerintah,lda,3,0.7955864097152321
tiktok,bukan pengusaha untung.. pejerja untung pedagang untung petani untung nelayan untung peternak untung anak-anak sekola untung tidak tau untung,lda,2,0.8682988789543157
tiktok,malu mudah pengaruhi narasi narasi buzer,lda,0,0.7302431793605921
tiktok,evaluasi makan bergizi gratis,lda,4,0.5961828786376862
tiktok,bener geregetan bpk,lda,0,0.2
tiktok,gaji asn trhambat bahkankami thr tidak,lda,3,0.733167893062603
tiktok,bpjs kesehatan d'non-aktif'kan?,lda,1,0.7976754788516577
tiktok,urgensi nya makan bergizi gratis diteruskan?,lda,4,0.5999852410137143
tiktok,"tata kelola makan bergizi gratis tolong.di perbaiki pak, kalau.keuangan negara sulit, selektiflah mbg..kasih membutuhkan.",lda,0,0.533492782155141
tiktok,program mu bagus menyalurkan nya perketat . dapur makan bergizi gratis bentuk tim audit makanan masak bner layak d makan anak adakan audit d dapur makan bergizi gratis saran dapur makan bergizi gratis bagusnya d bangun d sekolah bgtu siswa makan makanan bener hangat penyajian nya pake kaleng krupuk yng bikin makanan tidak enak bnyak keracunan,lda,3,0.47797888134310756
tiktok,makan bergizi gratis bersih?,lda,4,0.5999865947264368
tiktok,"iya allah pak. berilah akal sehat kesadaran program tsb bukan tidak baik, sempurna. dipertimbangkan kemaslahatan rakyat",lda,1,0.6331656359370711
tiktok,"maaf pa makan bergizi gratis kyknya tpt dh menu nya bergizi rumah,singkong ubi rebus gratis tidak beli",lda,3,0.49529117102087383
tiktok,"maksudnya pak, tidak anggaran. prioritaskan daerah² prioritas dulu. baik buka lapangan pekerjaan prioritaskan.",lda,1,0.9265371112422937
tiktok,"yee potong bayar relawan, bayar gedung, bayar operasional, biaya tidak mungkin dikasih k turun warga k",lda,3,0.4967077629802738
tiktok,iya ye iya ye korupsinya kebnykan woy dapur sampe karyawannya ngasih diompreng bawa pulang seabreg,lda,3,0.3959734924802991
tiktok,menunya rb?coba sebutin,lda,3,0.7993526709656147
tiktok,"sapi ,satu lele",lda,3,0.7987425277728781
tiktok,"banget, ngga doang. kualitas nilai gizi makanan disajikan bermasalah, penerimanya luas, siswa"" ngga dikasih makan bergizi gratis",lda,3,0.5292621520897066
tiktok,rb porsi ( kls sd mpe sma) rb porsi ( tk mpe sd kls ). ribuan dapur kna suspend loh diberhentikan dievaluasi perbaikan.,lda,0,0.591210349736237
tiktok,"dana segitu, nalar baik. memperbaiki gizi? dibahas keuntungan keuntungan keuntungan. gizi nomer sekian kan. penyajiannya pola pikir *yang pantas. sadar mendukung prabowo (jika maju pilpres) menyumbang dana miliran teman mendirikan dapur? teman relawan disana? coba tanyakan, bener² berfokus peningkatan gizi?",lda,1,0.5214145322140685
tiktok,menu dirapel seminggu biaya operasional diklaim,lda,3,0.5288692970277189
tiktok,insentif pengelola jt/hari nokang atuh insentif menang biaya akomodasi menang,lda,2,0.5989870525232698
tiktok,"kak, tau sisi gelapnya, ruko dijadiin dapur makan bergizi gratis untung sekali, mobil sewain mobil makan bergizi gratis untung, yaa segelintir orang aja, kaya kaya",lda,2,0.6861827904638276
tiktok,kakak salah menu harganya rb tk - sd rb,lda,3,0.6737586616034466
tiktok,ngerjain makan bergizi gratis digaji bgsat,lda,0,0.2
tiktok,"bagus apaan, targetnya salah, stunting anak orang miskin tidak mampu, ngapain anak orang kaya dikasih makan bergizi gratis juga, makan mewah makan bergizi gratis, sasarannya diperbaiki.",lda,2,0.9416859549635591
tiktok,masuk keluh kesah rakyat tidak dengerin,lda,0,0.5502492699351084
tiktok,awasi tegur,lda,0,0.2
tiktok,byar mekar,lda,0,0.2
tiktok,uang dipakai sesuai,lda,0,0.7955347717253297
tiktok,biar gampang korupsinya?..,lda,4,0.7990957922838093
tiktok,doidoidoi,lda,0,0.2
tiktok,pas bekalnya mue goreng,lda,1,0.7320469766814235
tiktok,tidak dengar ngomong?.. kemana² tau elu lintas rt rw,lda,0,0.30027398275971845
tiktok,skg dapur chief chief mahal,lda,3,0.7325916512856568
tiktok,"uu perampasan aset menyetujui dpr. tau manusia-manusianya siapa?.. makan bergizi gratis tujuannya khusus mencerdaskan anak bangsa. jangan anak-anak stunting dewasa bodo, pengemis, kriminal",lda,1,0.6028705514435976
tiktok,"case tujuan berbeda , membangun sdm spy negara maju",lda,0,0.35611105767098267
tiktok,"ladang hentikan ladang buka, mengelola ""atas nama yayasan"" sulit tersentuh",lda,4,0.63512766003682
tiktok,"korupsi tergantung sppg,bukan salah presiden kocak",lda,4,0.579077747818435
tiktok,"tikus salah, salah kasih makan tikus. bdh",lda,4,0.47297714070599206
tiktok,benahi sistem,lda,1,0.5971286353705105
tiktok,buktinya? come on jangan berasumsi negatif,lda,4,0.7301580515600756
tiktok,hahahah emaknya bayar bank emon beli skincare,lda,2,0.7273759165401673
tiktok,korupsi bukan makan bergizi gratis makan bergizi gratis permasalah kaan,lda,4,0.727696255698241
tiktok,konteksnya dibahas makan bergizi gratis paham tidak,lda,2,0.5964445320256808
tiktok,cash biar gampang korupsi,lda,4,0.7990962652727461
tiktok,emak emak paham gizi,lda,2,0.730992294714229
tiktok,makan bergizi gratis buanget gk sesuai sampek telinga bagus ngeyel muluk kalok makan bergizi gratis,lda,4,0.6264465723865048
tiktok,/,lda,0,0.2
tiktok,susah dibilangi..gk dikasih masukan mdh ditipu🤦🤦,lda,3,0.5010215120724991
tiktok,mmng arti kritik sih?,lda,4,0.5986348935492094
tiktok,apanya susah?,lda,3,0.7323418178857865
tiktok,anak anak orng miskin kasih duit haram dapet korupsi racun generasi,lda,2,0.5091185103389874
tiktok,evaluasi baik ciannya tidak,lda,1,0.7302288063538679
tiktok,pres merasakan hdp ssh,lda,2,0.5999966502728857
tiktok,tentara udah susah lu beruntung hidup bawa senjata mulu yak jaman harto wkwwk,lda,3,0.8969564941460314
tiktok,bertahan makan bergizi gratis nya periode saja. kebijakannya wfh penghematan bahan bakar minyak sekolah online makan bergizi gratis jalan pertanyaka masyarakat.,lda,1,0.5895751382333012
tiktok,baik oeriode makan anak negeri periode hasil pejabat pencitraan,lda,0,0.3780231046964493
tiktok,anak kekurangan gizinya ortu? makan bergizi gratis sepuluh ribu membantu gizi? makan bergizi gratis khusus daerah tertinggal bukan menghamburkan uang anak anak mampu. anak kota tdk tdk kuliah menambah kuota kip kuliah membangun generasi indonesia maju.,lda,2,0.6498485597958298
tiktok,program makan bergizi gratis salah investor²nya disalahin presiden,lda,4,0.7307832526143812
tiktok,"kejam orang tua membiarkan anaknya sekolah uang saku,dan anak anak pasrah perlakuan orang tua nya, negara hadir",lda,2,0.6210869769822246
tiktok,"mungkin lulusan tentara denger bawahannya, tidak denger kritikan bawahan/rakyatnya",lda,2,0.6299628954662394
tiktok,"hentikan pak,dana makan bergizi gratis alokasikan bpjs kesehatan pendidikan",lda,3,0.5050411278542015
tiktok,hentikan,lda,4,0.5992326533413412
tiktok,dah skip muncul post,lda,0,0.2
tiktok,priode,lda,3,0.5971231000920791
tiktok,"makan bergizi gratis, tidak mendesak",lda,0,0.2
tiktok,menyesal menyesal menyesal memilihmu,lda,3,0.799997239449881
tiktok,jd mahal,lda,3,0.5988083191190636
tiktok,"mending anggaran makan bergizi gratis prioritaskn daerah t/perdesaan, sisa ny beasiswa sekolah gratis smpai tingkat menengah krna bnyak anak putus sekolah krna tidak biaya, trus daerah perkotaan makan bergizi gratis terkdang tidak dimakan sma anak jdi sayang uang ny terbuang sia",lda,2,0.4565635992778085
tiktok,ego nya,lda,3,0.59998765665067
